FUNC __main__.create_big_list 23.3320 1722415296.0410 99.6328 1722415296.0630 0
FUNC __main__.create_huge_list 23.3359 1722415296.0755 175.9258 1722415296.1325 0
CMDLINE 'C:\Users\OMER FAROOQ SYED\Desktop\python-performance\.venv\Scripts\python.exe' memory_bottleneck.py
MEM 2.218750 1722415295.8704
MEM 3.285156 1722415295.9710
MEM 3.285156 1722415296.0715
MEM 3.285156 1722415296.1719
